#beta    deltatau    Nt  Ns  binsize <P> std(P)  tau_int
0.050000	1.000000	10	10	0000	9.750327e-01	2.786567e-03	5.354147e+00
0.050000	1.000000	10	10	0001	9.750352e-01	3.939880e-05	5.354152e+00
0.050000	1.000000	10	10	0002	9.750339e-01	5.282954e-05	3.551617e+00
0.050000	1.000000	10	10	0004	9.750313e-01	7.032045e-05	2.086444e+00
0.050000	1.000000	10	10	0008	9.750294e-01	9.292597e-05	1.030485e+00
0.050000	1.000000	10	10	0016	9.750369e-01	1.147473e-04	4.086567e-01
0.050000	1.000000	10	10	0032	9.750247e-01	1.289282e-04	2.656020e-01
0.050000	1.000000	10	10	0064	9.750348e-01	1.510610e-04	7.687655e-02
0.050000	1.000000	10	10	0128	9.750314e-01	1.440496e-04	-1.877215e-01
0.050000	1.000000	10	10	0256	9.750614e-01	1.454687e-04	-2.561640e-01
0.050000	1.000000	10	10	0512	9.750556e-01	1.592622e-04	-nan
0.050000	1.000000	10	10	1024	9.750340e-01	1.919681e-04	-nan
0.050000	1.000000	10	10	2048	9.750190e-01	6.128043e-05	-nan
0.100000	1.000000	10	10	0000	9.501938e-01	2.833269e-03	5.549542e+00
0.100000	1.000000	10	10	0001	9.501936e-01	3.911123e-05	5.549542e+00
0.100000	1.000000	10	10	0002	9.501926e-01	5.518379e-05	3.867830e+00
0.100000	1.000000	10	10	0004	9.501947e-01	7.785297e-05	2.258614e+00
0.100000	1.000000	10	10	0008	9.501922e-01	1.006653e-04	1.316640e+00
0.100000	1.000000	10	10	0016	9.501853e-01	1.200960e-04	8.120153e-01
0.100000	1.000000	10	10	0032	9.501868e-01	1.401203e-04	1.081696e+00
0.100000	1.000000	10	10	0064	9.501937e-01	1.422617e-04	1.189857e+00
0.100000	1.000000	10	10	0128	9.501865e-01	1.480489e-04	1.087435e+00
0.100000	1.000000	10	10	0256	9.502118e-01	1.526691e-04	1.456086e-01
0.100000	1.000000	10	10	0512	9.502376e-01	1.894082e-04	-nan
0.100000	1.000000	10	10	1024	9.502719e-01	2.850459e-04	-nan
0.100000	1.000000	10	10	2048	9.502709e-01	3.512382e-04	-nan
0.200000	1.000000	10	10	0000	9.004251e-01	2.917110e-03	5.871257e+00
0.200000	1.000000	10	10	0001	9.004262e-01	4.267574e-05	5.871257e+00
